Organization Id,Name,Website
279262027,D.A. Davidson Companies,dadavidson.com
221817630,3 Story Design,3storydesign.com
225043459,Simple Homes,simplehomes.com
1681650,University of Colorado Boulder,colorado.edu
1694590,New York University,nyu.edu
78845693,McCarthy Building Companies Inc,mccarthy.com
136314818,Milwaukee Tool,milwaukeetool.com
223343949,Aumni,aumni.fund
283753582,Edisonintl,edisonintl.com
71589136,Radicle Impact,radicleimpact.com
161877173,QuoteToMe™,quotetome.com
120603891,Petrie Parkman & Co.,petrie.com
163314594,Active Impact Investments,activeimpactinvestments.com
223154765,NYU Stern School of Business,stern.nyu.edu
263598708,Procurified,procurified.com
283728750,Fourimllc,fourimllc.com
283997546,Breitbard,breitbard.com
136370800,Soros Fund Management,jsoros.com
161116143,Shartsis Friese,sflaw.com
263408075,PR Security Service,publicrelationssecurity.com
265105328,Blue Collar Capital,bluecollarcapitalpartners.com
280446458,Raphael Consulting,raphaelconsulting.com
282323893,Enduring Planet,enduringplanet.com
284160907,Tenacity,tenacity.fund
1514141,CBS,cbs.com
1671854,Maersk,maersk.com
128867262,The Haskell Company,haskell.com
132105397,Elia,elia.be
163322644,Hasan,hasanlegal.com
164026524,Law Offices of Janet Brewer,calprobate.com
221045308,Resonance Consultancy,resonanceco.com
278723173,Universal Pacific Advisors,universalpacificadvisors.com
283748689,Sachs aspen,sachsaspen.com
283751132,Alkimacapital,alkimacapital.com
286472188,My Site,keelingcapital.com
1751877,AGERpoint,agerpoint.com
1789384,MaC Venture Capital,macventurecapital.com
133415044,M Ventures,m.ventures
163286439,Camp Six Labs,campsix.com
262974049,ProjectMark,projectmark.com
283731519,Mercyinvestments,mercyinvestments.org
283999141,Recollectiveresearch,recollectiveresearch.org
1604992,Avis Car Rental,avis.com
1624031,Aperia Technologies,aperiatech.com
1791421,01Ventures,01ventures.com
224209051,PropTech Outlook,proptechoutlook.com
262895063,Microsoft Outlook,outlook.fr
283728915,Upcmgmt,upcmgmt.com
283878905,Kit Switch,kitswitch.com
19905360,QIC,qic.com
278376389,rydesafely,rydesafely.com
279382861,Gridsight,gridsight.ai
281883732,THE BARUCH COLLEGE FUND,alumni.baruch.cuny.edu
283730567,Goldbeck,goldbeck.us
1515493,Morgan Stanley,morganstanley.com
2177811,APCO Worldwide,apcoworldwide.com
2187296,CCM Group,ccmgroupllc.com
136323966,CRIATERRA Earth Technologies,criaterra.com
282070320,Storm4,storm4.com
282958792,Beloved Economies,belovedeconomies.org
286929820,Energize Ventures,energize.vc
1679032,City University of New York,cuny.edu
42086512,Goodwin,goodwinlaw.com
111635210,Swinerton,swinerton.com
162590325,38 North Solutions,38northsolutions.com
221168049,City of Glendale,glendale.co.us
283495339,billy,billyforinsurance.com
284162759,WattCarbon,wattcarbon.com
284991403,Mittalinvestments,mittalinvestments.com
1663635,Wellington Management,wellington.com
1674064,ECMC,ecmc.org
78843608,Hines,hines.com
161809022,vyntelligence,vyntelligence.com
262819303,Agrology,agrology.ag
262969323,the proptech connect,theproptechconnection.com
263310366,Buoyant Ventures,buoyant.vc
280700748,Gilbane Building Company,gilbaneco.com
281740122,vpv partners,vpv-partners.ch
88689277,Wireframe Ventures,wireframevc.com
279473125,Single Focus Talent,sf-talent.com
279488342,VISS Technologies,visstechnologies.com
282930849,Carbon Reform,carbonreform.com
283735203,VIZZ Technology,vizz3d.com
78834351,Turner Construction,turnerconstruction.com
78861510,State of Texas DIR,dir.texas.gov
262376195,Nubix.io,nubix.io
263246236,Ecosia World Fund,worldfund.vc
279071620,OTONOMI,otonomi.ai
279597529,"Hsbc Bank Usa, National Association",us.hsbc.com
1523334,Credit Suisse,credit-suisse.com
1537182,Intralinks,intralinks.com
1546157,Generation Investment Management,generationim.com
1682303,The University of New Mexico,unm.edu
1687144,Google,google.com
39078723,Point72 Ventures,p72.vc
54565203,Bessemer Trust,bessemertrust.com
110753206,Trucks Venture Capital,trucks.vc
223948354,Scientific & Cultural Facilities District,scfd.org
224018919,TheEquityProject,theequityprojectllc.com
263651206,Blume Equity,blumeequity.com
2186148,Arka,arka.com
163285021,Utah State University,usu.edu
223380166,Paul Krake,viewfromthepeak.com.hk
276236397,Engineering Procurement & Construction,epc4h2.com
279124877,Two Degrees Consultancy,twodegreesconsultancy.com
279334709,Pareto Holdings,pareto20.com
282234762,Cleantech Leaders Roundtable,cleantechleaders.org
284732429,ClimatePoint,climatepoint.no
285767603,Funform,funform.co
1695922,Greylock,greylock.com
2536389,Creative Ventures,creativeventures.vc
79709044,Dentons,dentons.com
263027681,Modzy,modzy.com
278332406,Feedback Solutions Inc.,feedbacksolutions.ca
282477652,InstanceLab,instancelatam.com
1676103,Cornell University,cornell.edu
1695911,Techstars,techstars.com
118759494,The BuildClub,buildclub.com
161858573,ADL Ventures,adlventures.com
223174322,Verizon,verizon.com
223177638,Habitat Events,habitatevents.com
263450323,On Target Consulting,ontargetconsultingllc.com
278669525,BALMUIR PARTNERS,balmuirpartners.com
280704188,Third Derivative,third-derivative.org
286305967,Veerum Inc,veerum.com.
1555089,Corsair Capital,corsair-capital.com
124904339,Near Space Labs,nearspacelabs.com
161837245,Social Finance,socialfinance.org
162571883,FUTUREROBOT Co.,futurerobot.co
164724742,Coghlan Duffy + Co,cdandco.com.au
222170785,Freedom Robotics,freedomrobotics.ai
278645467,Frix Advisory Group,frixadvisory.com
281884178,Renewal,andersencorp.com
282466947,RXGlobal,rxglobal.com
283752078,Hudsonpartnership,hudsonpartnership.net
283769413,Raise Robotics,raiserobotics.ai
1621494,gener8tor,gener8tor.com
220393655,Vitalant,vitalant.org
255224877,QEA Tech,qeatech.com
283767843,Toyota Ventures,toyota.ventures
283997543,Interactive Bnp,interactive-bnp.com
286185033,Billygilbane,billygilbane.com
286215356,Bliss Invest,blissinvest.be
1514165,Goldman Sachs,goldmansachs.com
1558200,US Dept. of Energy - Idaho National Laboratory,inl.gov
1604460,Delta-v Capital,deltavcapital.com
1615642,The University of Texas at Austin,utexas.edu
120600703,Rippling,rippling.com
280232003,Revolv,revolv.us
1558737,WP Engine,wpengine.com
1629708,Makena Capital Management,makenacap.com
1742349,IKEA,ikea.com
1770088,Exfinity Venture Partners,exfinityventures.com
137589756,Imajion,imajion.com
223576272,Piva,piva.vc
223994283,Ironspring,ironspring.com
283997542,Custom Bnp,custom-bnp.com
1545398,Campbell Lutyens,campbell-lutyens.com
1613509,SmartBrief,smartbrief.com
1787105,AMG National Corp,amgnational.com
119215437,Tectonic Ventures,tectonicventures.com
128865440,BL Harbert International LLC,blharbert.com
198247248,Carmo Companies,carmocompanies.com
220381984,Community First Foundation,communityfirstfoundation.org
262866282,Listo,listo.io
282008514,Magnum CAES,magnumdev.com
283750297,Cmdenver,cmdenver.org
284022777,The Link,thelink.ai
1549332,Kickstart,kickstartfund.com
1749918,New Story Charity,newstorycharity.org
1775042,Buildingconnected,buildingconnected.com
1784891,NEXT Frontier Capital,nextfrontiercapital.com
2162113,Moderne Ventures,moderneventures.com
40578836,Ouster,ouster.io
78829475,Buro Happold,burohappold.com
111632140,Cohen & Grigsby,cohenlaw.com
117395040,Awair,getawair.com
120601491,Cemex Ventures,cemexventures.com
161823879,U.S. Capital Advisors,uscallc.com
163288991,US Department of Energy,energy.gov
220014983,Graland Country Day School,graland.org
221274906,Dwellsy,dwellsy.com
224790335,Konverge.AI,konverge.ai
280704976,Silicon Valley Insurance Accelerator,sviaccelerator.com
283750323,Morganstanleypwm,morganstanleypwm.com
283995153,Schillace,schillace.com
283997545,Embuild,embuild.org
283997548,Showman,showman.org
1515689,Borealis Ventures,borealisventures.com
1594336,Signia VC,signiaventurepartners.com
1625254,UCL,ucl.ac.uk
1667484,Navitas Capital,navitascap.com
1686929,Columbia University,columbia.edu
1758058,RevelOne,revel-one.com
124899519,New Mexico Economic Development Department,gonm.biz
161806145,Amplifier Ventures,amplifierlab.io
161875731,CIVDRONE,civdrone.com
219829094,Australian Continuous Improvement Group,acig.com
223803786,Gates Family Foundation,gatesfamilyfoundation.org
263403028,Civ Robotics,civrobotics.com
283734531,Briq,br.iq
283762674,Weihl,weihl.com
284479759,Sandbrook Capital,sandbrook.com
285873753,Lassoloop,lassoloop.co
2165942,LO3 Energy,lo3energy.com
54565619,Anzu Partners,anzupartners.com
111194837,Drake Star Partners,drakestar.com
128866473,Haynes and Boone,haynesboone.com
220196718,SBI International,sbi.international
263197105,Planet A,planet-a.com
265013248,DESHE CAPITAL,deshecapital.com
1553029,Uber,uber.com
22804399,Aaron Diamond AIDS Research Center,adarc.org
78839521,Clark Construction Group,clarkconstruction.com
136340051,Cazenove Capital,cazenovecapital.com
137593089,Willett Advisors LLC,willettadvisors.com
223155804,OKIBO,okibo.com
223948370,AccessGalleryCO,accessgallery.org
279603257,Cripps Pemberton Greenish,crippspg.co.uk
1754472,Rocky Mountain Institute (RMI),rmi.org
1791692,MetaProp,metaprop.vc
128865007,Nabholz Corporation,nabholz.com
136339884,"Boh Bros. Construction Co., LLC",bohbros.com
136352339,Heartland Ventures,heartlandvc.com
164022142,Land Title Guarantee Company,ltgc.com
220045988,ProperGate,propergate.co
223750045,Dome Group,dome-group.com
224655366,Thin Line Capital,thinlinecapital.com
268196924,Masha Drokova,dayoneventures.com
1559328,The Chen Group,chen.ethz.ch
1620818,Rice University,rice.edu
1629271,Allen & Overy,allenovery.com
117848133,Xinaps,xinaps.com
198230283,Johnson Financial Group,jfgllc.net
220175829,Lumin,luminsmart.com
224627447,ROCSYS,rocsys.com
262725866,Agya Ventures,agyaventures.com
263329019,Ferretto Capital,ferrettocap.com
265012611,Argyle,argyle.build
276101815,Sustineo,sustineoplanet.com
284326195,Urban Machine,urbanmachine.build
284559852,can not find info,gunungcapital.com
285208681,Yakoa,yakoa.io
285271655,Era Ventures,eraventures.com
1691904,Vodia Ventures,vodiaventures.com
1696031,DocuSign,docusign.com
1696142,Comfort Systems USA,comfortsystemsusa.com
2167322,Affinity,affinity.co
42086936,Tangolaw,tangolaw.com
79716159,Wunder Capital,wundercapital.com
111195787,The Walsh Group,walshgroup.com
221013664,Smino,smino.ch
221137457,Clean Energy Ventures,cleanenergyventures.com
262376554,JuuNoo,juunoo.com
263340955,Vegvisir Capital,vegvisircapital.com
263460420,Ultra High Materials,ultrahighmaterials.com
263507110,Scalestack,scalestack.io
279336739,Phaidra,phaidra.ai
283593669,My Site 1,missionone.capital
1529769,XSeed Capital,xseedcap.com
1547764,SOSV,sosv.com
1614721,Stockholm School of Economics,hhs.se
1673699,Tracxn,tracxn.com
1700060,Biota Technology,biota.com
2181933,Evok Innovations,evokinnovations.com
161831990,FCF Fox Corporate Finance,fcf.de
223180801,Activate,activate.org
224038648,Pharm Robotics,pharmrobotics.net
262672981,Remus Capital,remuscap.com
263184971,Zebel,zebel.io
279334940,Increment,joinincrement.com
283734564,Increment,
285863311,Kara,joinkara.com
286244381,Wilsonhillvc,wilsonhillvc.com
1515626,HubSpot,hubspot.com
1614274,Ryan Companies,ryancompanies.com
1637708,Radiator Labs,radiatorlabs.com
1737745,Touchdown Ventures,touchdownvc.com
116943062,CREtech,cretech.com
125397527,Flat World Partners,flatworldpartners.com
128865723,Messer Construction Co.,messer.com
136315238,Pankow Builders,pankow.com
161801056,Geller &,gellerco.com
161836905,Trinity Wall Street,trinitywallstreet.org
161851530,HITT Contracting,hitt-gc.com
220002198,Evans Chaffee Construction Group,evanschaffee.com
223201082,Inbox Collective,inboxcollective.com
224726413,Flat World Partners,flatworld-partners.com
262530069,EY,ey.com
262656454,Lorimer Ventures,lorimerventures.com
278234585,Davis Construction,davisconstruction.com
279005039,Kanso Homes,kansohomes.com
285461433,sequana.tech,sequana.tech
1538376,INXPO,inxpo.com
1542636,StartupDigest,startupdigest.com
1607583,Toba Capital,tobacapital.com
1629765,Voltaiq,voltaiq.com
1733000,Pepper Construction,pepperconstruction.com
128865453,BNP Media,bnpmedia.com
144905327,Future Sight AR,futuresight-ar.com
151464359,Vita Inclinata Technologies,vitatech.co
163305573,California Counsel Group,calcounselgroup.com
164745347,Tale Venture Partners,talevp.com
164750265,Executivevents,executivevents.com
222314918,Arizona Outback Adventures,aoa-adventures.com
223153282,New York State’s Empire State Development Fund,esd.ny.gov
263028791,FLUX EV,flux-ev.com
268146918,FLUX AUTO,fluxauto.co
271670366,events-bnp.com,events-bnp.com
286434246,Tandem,drivetandem.com
286684514,Reunionev,reunionev.com
1539776,Latham & Watkins,lw.com
1542171,BTG Pactual,btgpactual.com
1551796,Lazard,lazard.com
1563168,Addepar,addepar.com
1781545,Sullivan & Cromwell LLP,sullcrom.com
32362533,Lafayette Plug and Play,lafayetteplugandplay.com
112072922,Brasfield & Gorrie,brasfieldgorrie.com
126877406,PRIME Coalition,primecoalition.org
136363544,JBKnowledge,jbknowledge.com
153518716,Ledcor,ledcor.com
161814770,BerlinRosen,berlinrosen.com
205538167,The Opus Group,opus-group.com
221897418,Electriphi,electriphi.ai
223160417,Grantham Foundation,granthamfoundation.org
268169868,Looking Glass Capital,lookingglass.vc
279600258,Chandos,chandos.com
282317912,VOY - Legal Consulting,voy.legal
283734615,Arxall,arxall.co
285479497,TeamSolve.com,teamsolve.com
286257320,Galil Ea,galil-ea.com
1553948,Eniac Ventures,eniac.vc
1573754,Analog Devices,analog.com
1599818,Bee Partners,beepartners.vc
97673866,JE Dunn Construction,jedunn.com
128864843,Spring Lane Capital,springlanecapital.com
128865730,Walbridge,walbridge.com
136372423,Andres Construction Services,andresconstruction.com
161826261,40 North Management,40north.com
162576086,Proof of Impact,proofofimpact.com
164724343,UXUA,uxua.com
212147080,Kent Denver School,kentdenver.org
220248106,MuckerLab 2020,mucker.com
223952568,Trusstor,trusstor.com
282033219,RELEVATION,relevation.org
283734593,Foresight,getforesight.com
283845781,SiteTrace Inc.,sitetrace.io
286573486,Brickschain,brickschain.com
1514132,eBay,ebay.com
1523960,Shell,shell.com
1559320,Cerberus Capital Management,cerberus.com
1745413,Cyrus Angel Fund,cyrusvp.com
1762714,Endicia,endicia.com
2174402,Phylagen,phylagen.com
56837224,Energy Impact Partners,energyimpactpartners.com
163311814,Green City Force,greencityforce.org
164757574,Orbiit,orbiit.ai
205535134,Mynt Systems,myntsystems.com
223750005,Yapı Merkezi,ym.com.tr
260471489,Closed Loop Partners,closedlooppartners.com
263756234,RailVision Analytics,railvision.ca
268075688,Solidspac3,solidspac3.com
268185435,Villarino e Ilharreborde,vei.cl
282474686,EmiSwap AMM,emiswap.com
283664604,Walton Enterprises,weioffice.com
284879441,Unless,unlesspartners.com
285295241,Ribbiot,ribbiot.com
285297051,Jbnfoundation,jbnfoundation.com
286262347,Solidspac3,solidspac3.com
1515032,Nokia,nokia.com
1542950,General Motors,gm.com
1551775,TripCase,tripcase.com
1646173,GTIS Partners,gtispartners.com
1813632,Montana Capital Partners,montana-capital-partners.eu
2174301,Fuld + Company,fuld.com
74997807,youngStartup Ventures,youngstartup.com
136352913,L.F. Driscoll,lfdriscoll.com
158343476,OMERS,omers.com
161819091,Nicholas Pension Consultants,nicholaspension.com
162565365,Salta Capital,salta.com.au
202563286,Enosi,enosi.energy
219935027,Path Group,pathgroup.co
223836533,Soil Connect,soilconnect.com
224165839,Turning Basin Labs,turningbasinlabs.com
225170896,Lowercarbon Capital,lowercarboncapital.com
263129521,Keyframe Capital Partners,keyframecapital.com
281203261,The Mayfair Townhouse,themayfairtownhouse.com
281882657,Aging,aging.ny.gov
282828494,Eta.bio,eta.bio
282969533,ElevationVC,elevationvc.com
284885282,Climate Transformed,climatetransformed.com
1522058,OneVentures,one-ventures.com
1538871,PitchBook Data,pitchbook.com
1578042,SK Group,sk.com
1741227,Clean Energy Trust,cleanenergytrust.org
1761536,Crestone Capital,crestonecapital.com
2187291,Generate Capital,generatecapital.com
112510169,Kindred Ventures,kindredventures.com
136319858,KIRKBI A/S,kirkbi.com
161869743,Bay4 Energy Services,bay4.com
162559637,Gary Community Investments,garycommunity.org
164755833,GREENACRE CAPITAL LIMITED,greenacre-capital.com
224117402,Volley Automation,volleyautomation.com
278256990,Mysite,whitepostinvestments.com
283728744,Capitolcreek,capitolcreek.com
283997549,Products Bnp,products-bnp.com
284104370,Magee,magee.fi
285313415,Thalolabs,thalolabs.com
286229938,Esiav,esiav.com
1533212,AECOM,aecom.com
1637824,Canada Pension Plan Investment Board,cppib.com
1762664,HiRise,hirise.com
78828890,Salman Solutions,salmansolutions.com
79715541,Johnson & Johnson,jnj.com
114271819,Breakthrough Energy Ventures,b-t.energy
122026077,FormSwift,formswift.com
160424512,XWING,xwing.com
163282866,State Street,statestreet.com
164755765,EWE,ewe.de
221889174,Unitarian Universalist Church of Palo Alto,uucpa.org
224998514,Poliloop,poliloop.com
263002012,Peak Ventures,peakventures.in
263103450,Fight Club,welcometothefight.club
268026911,DNA Tech,connectiv.com
283729129,Materra,materra.us
284760935,Cornerstone Agility,cornerstoneagility.com
1515956,Foundry Group,foundrygroup.com
1526494,New England Clean Energy Council,necec.org
1549165,Bay Area Equity Fund,bayareacouncil.org
1549745,ff Venture Capital,ffvc.com
1580699,Techonomy Media,techonomy.com
1699419,Tobly,tobly.com
1815966,Fletcher Building,fbu.com
78831861,Wilson Sonsini Goodrich & Rosati,wsgr.com
120601978,Dr Rodney Aziz,au.linkedin.com
129729626,Redwood Trust,redwoodtrust.com
136341999,Manchester Capital Management,mcmllc.com
136375474,Pathstone Federal Street,pathstone.com
161830062,Cornerstone Capital,cornerstonecapinc.com
161846642,Johnson Controls,jci.com
206275246,Emrgy,emrgy.com
223181927,Honeywell,honeywell.com
224190633,Crest Rock Partners,crestrockpartners.com
262689838,Crossgate,crossgate.com
262974816,5G Open Innovation Lab,5goilab.com
265617807,Astelios,astelios.com
268096953,Strong by Form,strongbyform.com
279443362,Clarim Media,clarim-media.com
283734600,ultrahighmaterials.com,
283751012,Impactmetropolis,impactmetropolis.com
284152701,ESGEN SPAC,esgen-spac.com
284759622,Orenda,orendapower.com
285288737,Axworthy,axworthy.org
285500145,Regen,regen.io
285952831,Law,law.oxfordalumni.org
286252336,Nine Realms,9rvc.com
1560148,Cascadia Capital,cascadiacapital.com
1616715,Needham & Company LLC,needhamco.com
1620355,Greenhill & Co,greenhill.com
1691698,Amazon,amazon.com
1725133,Celent,celent.com
1752373,Financial Technology Partners,ftpartners.com
1767903,The Colorado Impact Fund,coloradoimpactfund.com
6752213,Sonen Capital,sonencapital.com
79710593,Booz Allen Hamilton,boozallen.com
204067256,Western Resource Advocates,westernresourceadvocates.org
205518695,Communitas America,communitasamerica.org
208428524,ROD Radar,rodradar.com
220509324,VC Platform Global Community,vcplatform.com
222257234,Manna Tree,mannatreepartners.com
223177618,Expensify,expensify.com
